,customer_id,member_id,full_name,gender,date_of_birth,address,city,country,phone_number,email,occupation,education,marital_status,membership_level,join_date,expiry_date,membership_status,customer_points,total_redeemed_points,discount_rate,referral_code,age,membership_lifespan,num_day_since_last_active,num_active_last_7d,num_active_last_14d,num_active_last_30d,signup_in_latenight,most_active_hour,num_apply_lending,total_amount_spent,total_amount_spent_last_30d,total_amount_spent_last_60d,total_amount_spent_last_90d,total_amount_spent_last_180d,total_amount_spent_last_365d,total_tax_amount_spent,total_fee_amount_spent,num_completed_txn,num_canceled_txn,num_reject_txn,pct_reject2total_txn,top_rejected_reason,num_refunded_txn,top_refunded_reason,top_payment_method,top_payment_channel,is_ordering_shipping_address_same,prob_abuse_promotion,num_used_promotion,prob_abnormal_activity,num_select_promotion,num_interest_products,income_spending_ratio,income_stability,total_tax_amount,income_source,annually_income_segment,top_property_type,in_debt,monthly_bill_amount,total_annual_bill_amount
664,46963,46963,Sơn Tùng Q***n,Nam,1990-07-19,"2212/69/17, Trần Quang Diệu, Phường 6, Phúc Thọ, Hà Nội, Việt Nam",Hà Nội,Việt Nam,9187493470,fhall@example.org,Kỹ sư phần mềm,Trung học phổ thông,Độc thân,VIP,2018-03-20,2020-08-14,Expired,786,267,0.1,XP244,32,294,94,136,123,393,True,19,6,9376188000,452345000,834485000,918860000,129189000,813376000,40862000,6361240,174,6,6,0.2987107783249045,Sản phẩm không hoạt động đúng cách,12,Vấn đề khác,Thanh toán bằng QR Code,"(['Cửa hàng trực tiếp'], [0])",False,0.9743399282240232,51,0.38,127,2,0.7238917268948273,Rất ổn định,2071000,Đầu tư,Từ 300 triệu tới 1 tỷ,Căn hộ/Chung cư,Có,47900000,77400000
665,68892,68892,Phùng Hòa N**t,Nam,1989-12-14,"2553/84/27/196, Đường Võ Văn C, Phường An Phú, Quốc Oai, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,+1-555-379-2122x3560,wolferobert@example.org,Kiến trúc sư,Sinh viên,Độc thân,Loyalty,2020-12-20,,Active,103,4,0.05,KC812,33,352,225,166,149,970,False,14,11,2548731000,431402000,886978000,532710000,234105000,49908000,60515900,2108830,285,47,19,0.6903113886812177,Sản phẩm không đáp ứng yêu cầu của khách hàng,3,Khách hàng không nhận được hàng,Thanh toán qua cổng thanh toán trực tuyến,"(['Giao diện thanh toán trực tuyến trên website'], [0])",False,0.2739158516844994,72,0.44,688,14,0.0557717391593861,Ổn định,4534000,Cho thuê,Trên 1 tỷ,Nhà ở chính,Có,40200000,107448000
666,85323,85323,Lý Huyền T*m,Nam,2001-11-25,"1850/78/27/62/201, Ngô Đức Kế, Phường 7, Quận 11, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,883.319.8847x87862,lopeztamara@example.org,Kỹ sư phần mềm,Trung học phổ thông,Đã kết hôn,Loyalty,2019-10-22,2022-02-25,Expired,316,232,0.05,DW435,21,723,107,131,232,213,True,16,6,8452569000,443222000,668899000,855058000,31663000,947910000,44346700,1223010,144,77,25,0.6638691607611928,Khách hàng không hài lòng với trải nghiệm mua hàng,10,"Khách hàng đổi ý, không muốn mua nữa",Thanh toán qua cổng thanh toán trực tuyến,"(['Điểm thanh toán tự động'], [0])",True,0.3939928100142212,34,0.07,185,18,0.3580004991610975,Tạm ổn,3519000,Kinh doanh online,Dưới 300 triệu,Căn hộ/Chung cư,Không,32500000,440568000
667,92335,92335,Châu Nguyệt Q***n,Nữ,2000-01-18,"81/72/37, Võ Văn Kiệt, Phường An Hòa, Hà Đông, Hải Phòng, Việt Nam",Hải Phòng,Việt Nam,001-523-464-9405,ashleyturner@example.net,Giám đốc,Sinh viên,Có 1 bé,VIP,2019-11-06,,Active,647,626,0.07,QZ547,22,185,281,42,9,817,False,18,17,8815403000,591201000,691192000,734216000,510821000,652452000,72435800,8153890,153,73,10,0.5481991535202203,Sản phẩm không như hình ảnh minh họa,13,Sản phẩm bị hỏng trong quá trình vận chuyển,Thanh toán qua cổng thanh toán trực tuyến,"(['Ứng dụng điện thoại di động'], [0])",True,0.4872341973722346,99,0.32,920,30,0.4947845358418626,Ổn định,1313000,Cho thuê,Từ 300 triệu tới 1 tỷ,Bất động sản thương mại,Có,35000000,532344000
668,79818,79818,Trình Hưng N*a,Nữ,2007-11-24,"1156/41/172X, Hồ Hảo Hớn, Phường 10, Hòa Bình, Cao Bằng, Việt Nam",Cao Bằng,Việt Nam,001-540-569-2120x1423,bwashington@example.com,Người mẫu,Đi làm,Ly hôn,Loyalty,2022-07-29,,Active,288,155,0.03,XP694,15,416,9,129,410,284,True,11,10,2690641000,608715000,15816000,286978000,217187000,276497000,5509300,8337840,224,83,21,0.7527243066465082,Sản phẩm không đáp ứng yêu cầu của khách hàng,14,Sản phẩm nhận không đủ số lượng,Thanh toán bằng QR Code,"(['Cửa hàng trực tiếp'], [0])",False,0.6662807559670295,40,0.46,495,40,0.9095107394850758,Ổn định,134000,Freelancer,Trên 3 tỷ,Đất đai,Có,28200000,516360000
669,47600,47600,Phó Thái P****g,Nữ,1992-12-23,"566/933, Đường Bạch Đằng, Phường Linh Trung, Quận 3, Đà Nẵng, Việt Nam",Đà Nẵng,Việt Nam,+1-479-525-9038,christina15@example.org,Kỹ sư,Tiến sĩ,Độc thân,Loyalty,2021-02-07,,Active,207,131,0.04,AF558,30,386,98,213,532,382,False,17,11,8084472000,269999000,144767000,960652000,678724000,650754000,8867300,6830390,201,42,1,0.4676046799526386,Vấn đề khác,6,Sản phẩm nhận không đủ số lượng,Thanh toán bằng QR Code,"(['Cửa hàng trực tiếp'], [0])",False,0.0277115034702755,87,0.11,730,4,0.8223412800756873,Ổn định,4540000,Freelancer,Trên 1 tỷ,Căn hộ/Chung cư,Không,11000000,266304000
670,23621,23621,La Hưng T***t,Nữ,2001-02-18,"524/45/121/151/116, Cô Bắc, Phường Thảo Điền, Quận 10, Hòa Bình, Việt Nam",Hòa Bình,Việt Nam,754.668.9633,renee28@example.org,Nhân viên,Sinh viên,Độc thân,VIP,2016-12-20,,Active,605,563,0.07,PW167,21,809,332,275,291,69,False,21,16,2447583000,254064000,187510000,432899000,168890000,230160000,75641400,3210740,166,11,4,0.0127239430556416,Sản phẩm không đáp ứng yêu cầu của khách hàng,6,Sản phẩm gửi sai,Thanh toán qua cổng thanh toán trực tuyến,"(['Cửa hàng trực tiếp'], [0])",True,0.5413096462757483,27,0.24,916,42,0.6136321595371343,Rất ổn định,1795000,Cho thuê,Từ 300 triệu tới 1 tỷ,Căn hộ/Chung cư,Có,18500000,217644000
671,47142,47142,Lý Nguyên N**c,Nữ,1995-04-02,"2506/6/115/235i, Lê Thánh Tôn, Phường An Cư, Quận 7, Hải Phòng, Việt Nam",Hải Phòng,Việt Nam,759-582-0212x421,nnelson@example.net,Kiến trúc sư,Sinh viên,Độc thân,VIP,2015-07-22,,Active,641,382,0.05,XQ153,27,718,363,183,324,656,False,12,2,4325187000,916383000,818186000,849482000,729177000,239194000,44456600,5934030,187,65,53,0.5927355403110555,Sản phẩm giao muộn so với hẹn giao,5,Sản phẩm đã hết hạn sử dụng,Thanh toán qua cổng thanh toán trực tuyến,"(['Cổng thanh toán của bên thứ ba'], [0])",True,0.6365903331824572,64,0.91,85,13,0.8314575233225133,Rất ổn định,7092000,Đầu tư,Trên 3 tỷ,Bất động sản thương mại,Có,39900000,408828000
672,54617,54617,Thái Thái N**c,Nữ,1995-09-01,"2952/621, Nguyễn Đình Chiểu, Phường Bình Khánh, Quận 5, Quảng Nam, Việt Nam",Quảng Nam,Việt Nam,414-880-2335,zstrickland@example.com,Công nhân,Trung học phổ thông,Ly hôn,VIP,2022-11-17,,Active,820,386,0.07,MX137,27,532,317,229,466,891,True,11,14,1709063000,964187000,560728000,12499000,829658000,950271000,90574800,534380,264,45,9,0.4450177419723352,Sản phẩm không hoạt động đúng cách,2,"Khách hàng đổi ý, không muốn mua nữa",Thanh toán qua cổng thanh toán trực tuyến,"(['Giao diện thanh toán trực tuyến trên website'], [0])",False,0.4209867190386261,1,0.93,757,18,0.0993108809934849,Rất ổn định,9680000,Kinh doanh online,Trên 3 tỷ,Đất đai,Có,25400000,555348000
673,36217,36217,Pho Thảo H***g,Nữ,1991-12-15,"741/70/115C, Đường Số 10, Phường Tam Bình, Quận 6, Cần Thơ, Việt Nam",Cần Thơ,Việt Nam,(653)433-0007x81739,stacy77@example.net,Lập trình viên,Sinh viên,Độc thân,VIP,2022-09-14,,Active,612,353,0.07,EF830,31,250,279,218,79,434,True,19,9,3831462000,438564000,547471000,252814000,163135000,714273000,29219000,1557020,208,68,28,0.4967383649959014,Sản phẩm không đáp ứng yêu cầu của khách hàng,15,Vấn đề khác,Thẻ tín dụng,"(['Điểm thanh toán tự động'], [0])",False,0.7787463306690273,21,0.36,55,15,0.3625593451310106,Rất ổn định,5688000,Kinh doanh truyền thống,Dưới 300 triệu,Căn hộ/Chung cư,Có,37600000,480972000
674,44700,44700,Vĩnh Hữu N**n,Nam,2007-11-24,"1558/18/172/275, Phan Đăng Lưu, Phường An Phú Đông, Quận Tân Bình, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,001-830-563-0013x0350,adam93@example.com,Giám đốc,Trung học phổ thông,Ly hôn,Loyalty,2019-09-11,,Active,221,172,0.03,PL677,15,178,279,31,246,458,False,13,10,9471382000,611564000,437546000,478929000,113917000,12224000,56416300,9446890,239,95,35,0.9349426645160336,Khách hàng không hài lòng với trải nghiệm mua hàng,1,Sản phẩm gửi sai,Thanh toán bằng QR Code,"(['Cửa hàng trực tiếp'], [0])",False,0.514021975429346,94,0.13,143,7,0.9318480734438128,Tạm ổn,1951000,Kinh doanh online,Trên 3 tỷ,Bất động sản thương mại,Không,19300000,210972000
675,27519,27519,Uông Hòa Đ*c,Nam,1998-03-09,"1779/99/30/130/341, Nam Kỳ Khởi Nghĩa, Phường Linh Tây, Quận Tân Phú, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,(688)307-9355x395,timothyjones@example.org,Lập trình viên,Đại học,Có 2 bé,Loyalty,2022-02-03,,Active,362,171,0.04,OV357,24,741,36,108,561,845,True,13,3,1120641000,868200000,997884000,812781000,402085000,387276000,64703000,5437670,291,80,35,0.6373994932829475,Dịch vụ không chuyên nghiệp,1,Sản phẩm gửi sai,Thanh toán qua cổng thanh toán trực tuyến,"(['Cổng thanh toán của bên thứ ba'], [0])",False,0.4131604917188648,7,0.48,520,48,0.1009778995450033,Rất ổn định,5235000,Kinh doanh truyền thống,Dưới 300 triệu,Bất động sản thương mại,Không,33400000,87024000
676,1652,1652,Bùi Duy H**g,Nam,1998-04-26,"2374/78/68/230, Nhiêu Tứ, Phường Thủ Thiêm, Đống Đa, Nam Định, Việt Nam",Nam Định,Việt Nam,791-249-8717x67342,sallen@example.org,Lập trình viên,Trung học phổ thông,Độc thân,Loyalty,2022-08-30,,Active,211,0,0.04,BK226,24,372,69,30,32,365,True,12,16,279148000,991906000,42354000,502226000,836470000,350503000,39861000,2080470,144,86,38,0.8770975744752705,Sản phẩm không đáp ứng yêu cầu của khách hàng,2,Vấn đề khác,Chuyển khoản ngân hàng,"(['Cửa hàng trực tiếp'], [0])",True,0.6075972980436485,36,0.86,923,30,0.0767110962911217,Tạm ổn,9304000,Làm thuê,Từ 300 triệu tới 1 tỷ,Căn hộ/Chung cư,Có,14800000,119472000
677,27582,27582,Lỗ Quỳnh L*m,Nữ,2011-01-08,"407/65/153, Cống Quỳnh, Phường An Phú, Hoàng Mai, Thái Bình, Việt Nam",Thái Bình,Việt Nam,(912)315-8668x84854,victoria55@example.com,Lập trình viên,Đi làm,Đã kết hôn,VIP,2022-01-05,,Active,700,184,0.05,JU614,11,844,55,94,302,779,False,10,6,1208642000,136780000,599976000,562598000,9356000,833010000,77241000,8118270,115,81,1,0.6901725798950895,Khách hàng không hài lòng với trải nghiệm mua hàng,14,Vấn đề khác,Thẻ tín dụng,"(['Cửa hàng trực tiếp'], [0])",False,0.2260133361190869,54,0.51,296,26,0.3811153253717825,Rất ổn định,1060000,Đầu tư,Trên 3 tỷ,Nhà ở chính,Có,38500000,573732000
678,53031,53031,Lục Huyền N****n,Nam,1992-01-30,"1556/3/103/228/305, Huỳnh Thúc Kháng, Phường Thảo Điền, Thanh Trì, Yên Bái, Việt Nam",Yên Bái,Việt Nam,9212739890,tuckermatthew@example.org,Bác sĩ,Đại học,Độc thân,VIP,2015-03-09,,Active,604,389,0.1,LU926,30,496,98,72,192,966,True,14,14,8065968000,783811000,159921000,645153000,911649000,378617000,4030800,7675430,300,39,2,0.7622593728254823,Khách hàng không hài lòng với trải nghiệm mua hàng,9,Sản phẩm nhận không đủ số lượng,Tiền mặt khi nhận hàng (COD),"(['Giao diện thanh toán trực tuyến trên website'], [0])",True,0.5494822384997868,57,0.08,73,41,0.3812363160351208,Rất ổn định,7451000,Đầu tư,Dưới 300 triệu,Căn hộ/Chung cư,Có,26900000,133536000
679,15085,15085,Lỗ Hòa H*,Nữ,1997-07-11,"1029/22/29/13/11, Hồ Hảo Hớn, Phường Linh Tây, Quận 8, Quảng Nam, Việt Nam",Quảng Nam,Việt Nam,+1-497-289-8325,sarah12@example.net,Xây dựng,Sinh viên,Độc thân,Loyalty,2022-04-08,2024-05-24,Active,233,62,0.04,EC205,25,306,222,178,360,906,True,8,9,2573524000,972377000,864081000,313929000,865116000,891940000,19782800,3152340,4,81,46,0.7447992761238712,Dịch vụ không chuyên nghiệp,9,Sản phẩm không đúng mô tả,Thẻ tín dụng,"(['Cửa hàng trực tiếp'], [0])",False,0.1709391127865812,94,0.13,144,20,0.3438159786872283,Ổn định,1740000,Kinh doanh online,Trên 1 tỷ,Đất đai,Không,48600000,550080000
680,88955,88955,Lục Đan T***g,Nữ,1993-04-24,"2501/8/11/111/57, Lê Đức Thọ, Phường Linh Chiểu, Quận Thủ Đức, Đà Nẵng, Việt Nam",Đà Nẵng,Việt Nam,860-338-9022x055,arnoldkathleen@example.com,Người mẫu,Thạc sĩ,Độc thân,VIP,2017-07-30,,Active,626,327,0.1,ZM939,29,467,129,189,1,433,True,6,7,5110459000,882483000,445687000,628742000,586322000,201853000,80069100,2501670,103,53,28,0.4722892350787344,Sản phẩm không hoạt động đúng cách,7,Sản phẩm không đúng mô tả,Tiền mặt khi nhận hàng (COD),"(['Điểm thanh toán tự động'], [0])",False,0.3838793695114566,90,0.69,693,11,0.9580017783322544,Rất ổn định,3591000,Kinh doanh truyền thống,Từ 300 triệu tới 1 tỷ,Căn hộ/Chung cư,Có,8600000,361272000
681,37456,37456,Lý Hà T*,Khác,1991-04-28,"1742/847, Lê Duẩn, Phường Linh Đông, Đống Đa, Đà Nẵng, Việt Nam",Đà Nẵng,Việt Nam,601-607-4381,patrickphillips@example.net,Kỹ sư,Sinh viên,Độc thân,VIP,2019-09-30,2020-04-05,Expired,889,597,0.1,WT314,31,552,268,114,73,232,False,13,14,2693286000,180133000,667449000,404060000,919724000,708504000,39080500,4866780,163,73,1,0.8387865134473277,Khách hàng không hài lòng với trải nghiệm mua hàng,7,Vấn đề khác,Tiền mặt khi nhận hàng (COD),"(['Giao diện thanh toán trực tuyến trên website'], [0])",True,0.2786948912123583,91,0.11,403,36,0.8230903920157965,Rất ổn định,2297000,Kinh doanh truyền thống,Trên 3 tỷ,Đất đai,Có,38700000,251892000
682,93163,93163,Trang Thảo K**n,Nam,1993-01-26,"633/29/54/15, Đường Võ Văn C, Phường Bình An, Quận 8, Quảng Ninh, Việt Nam",Quảng Ninh,Việt Nam,275-720-2834x91018,rmiller@example.org,Nhân viên,Trung học phổ thông,Có gia đình,Loyalty,2022-03-25,,Active,365,169,0.04,QK490,29,586,116,202,484,667,True,12,19,953541000,594597000,438037000,761771000,21129000,358687000,15721200,6807760,10,48,62,0.2766081888672728,Sản phẩm không hoạt động đúng cách,3,Sản phẩm nhận không đủ số lượng,Chuyển khoản ngân hàng,"(['Giao diện thanh toán trực tuyến trên website'], [0])",False,0.0978715545027,3,0.75,531,19,0.8617531638381883,Ổn định,6414000,Làm thuê,Dưới 300 triệu,Căn hộ/Chung cư,Có,30700000,311064000
683,66765,66765,Cao Thị H**g,Nữ,2004-12-15,"2996/371, Tô Hiến Thành, Phường Cát Lái, Quận 2, Hải Phòng, Việt Nam",Hải Phòng,Việt Nam,336.835.4636x8740,kennethcampbell@example.org,Bác sĩ,Tiến sĩ,Có gia đình,Loyalty,2020-09-29,,Active,346,196,0.04,UA467,18,698,236,193,45,637,False,17,17,3879130000,384931000,562740000,623169000,116994000,858585000,32918600,9391940,224,10,69,0.1881614525838097,Sản phẩm không đáp ứng yêu cầu của khách hàng,15,Vấn đề khác,Thanh toán bằng QR Code,"(['Cổng thanh toán của bên thứ ba'], [0])",True,0.7741777882482791,73,0.03,690,35,0.3860287207879732,Ổn định,2973000,Đầu tư,Dưới 300 triệu,Nhà ở chính,Có,1000000,300576000
684,4242,4242,Mạnh Xuân K***h,Nam,2000-11-28,"753/92/127/167/233, Võ Văn Tần, Phường Bình Trưng Đông, Quận 8, Đà Nẵng, Việt Nam",Đà Nẵng,Việt Nam,600-720-4072,melinda62@example.org,Lập trình viên,Đi làm,Độc thân,VIP,2017-02-10,,Active,594,371,0.05,TF344,22,884,294,84,356,30,True,12,16,720841000,526796000,242815000,664486000,808333000,78372000,44870700,4919920,209,42,6,0.789415540202825,Sản phẩm giao muộn so với hẹn giao,11,Sản phẩm nhận không đủ số lượng,Thanh toán bằng QR Code,"(['Cửa hàng trực tiếp'], [0])",True,0.3757102055355897,41,0.58,473,45,0.4993143980009322,Rất ổn định,9318000,Kinh doanh truyền thống,Trên 3 tỷ,Căn hộ/Chung cư,Có,5400000,26352000
685,63576,63576,Sử Minh T***h,Nữ,1998-03-13,"687/46/140/120/273, Phố Ngô Quyền, Phường An Phú, Hai Bà Trưng, Cần Thơ, Việt Nam",Cần Thơ,Việt Nam,821-841-7491,bhoffman@example.org,Nhiếp ảnh gia,Đại học,Độc thân,VIP,2019-05-16,,Active,882,821,0.05,CY760,24,449,338,232,593,940,False,19,13,8151580000,796779000,240010000,539330000,931726000,215098000,79443500,2390690,218,60,2,0.8445714425622941,Khách hàng không hài lòng với trải nghiệm mua hàng,6,"Khách hàng đổi ý, không muốn mua nữa",Tiền mặt khi nhận hàng (COD),"(['Giao diện thanh toán trực tuyến trên website'], [0])",False,0.5761767941622707,61,0.64,128,20,0.0981166802339521,Tạm ổn,7914000,Kinh doanh online,Từ 300 triệu tới 1 tỷ,Căn hộ/Chung cư,Có,43000000,352668000
686,97885,97885,Châu Đăng Đ**h,Nam,2002-12-03,"1356/67/67/66B, Võ Thị Sáu, Phường 9, Quận Thủ Đức, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,(523)975-2976x9507,erikasilva@example.net,Giám đốc,Sinh viên,Độc thân,VIP,2019-02-12,,Active,593,223,0.1,MW866,20,24,37,79,444,304,False,17,2,1108125000,212169000,771601000,376896000,88375000,984970000,41071000,6013390,209,95,1,0.6781166832497837,Sản phẩm không như hình ảnh minh họa,11,Khách hàng không nhận được hàng,Tiền mặt khi nhận hàng (COD),"(['Cổng thanh toán của bên thứ ba'], [0])",False,0.6383753012105102,20,0.35,371,16,0.1597176376430154,Rất ổn định,3509000,Đầu tư,Trên 3 tỷ,Đất đai,Có,35300000,405828000
687,16647,16647,Phú Hưng N****t,Nam,1982-06-27,"2776/24/120b, Phó Đức Chính, Phường Cát Lái, Đông Anh, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,001-309-841-3462,dawn38@example.com,Bác sĩ,Thạc sĩ,Đã kết hôn,VIP,2019-09-19,,Active,518,470,0.1,LU474,40,831,286,170,394,755,True,19,18,6234862000,596323000,495458000,208263000,234655000,841613000,2100100,158000,184,20,6,0.7574190247414084,Vấn đề khác,15,"Khách hàng đổi ý, không muốn mua nữa",Thẻ tín dụng,"(['Điểm thanh toán tự động'], [0])",False,0.455188719506292,55,0.3,569,12,0.5830219937411663,Ổn định,8589000,Kinh doanh truyền thống,Trên 1 tỷ,Đất đai,Có,47100000,358944000
688,20329,20329,Kỷ Thùy T*m,Nam,1992-04-29,"357/176, Lê Thị Hồng Gấm, Phường An Cư, Thanh Oai, Cần Thơ, Việt Nam",Cần Thơ,Việt Nam,795.472.8576,qgarcia@example.com,Lập trình viên,Sinh viên,Đã kết hôn,VIP,2017-06-12,,Active,751,37,0.1,QA402,30,701,346,226,289,942,False,11,15,7057477000,495070000,475155000,353676000,181032000,860348000,67823500,5757020,249,65,9,0.5699154944512388,Sản phẩm không như hình ảnh minh họa,10,"Khách hàng đổi ý, không muốn mua nữa",Thanh toán bằng QR Code,"(['Giao diện thanh toán trực tuyến trên website'], [0])",False,0.5015333624950593,19,0.57,983,32,0.0287416585808486,Rất ổn định,2004000,Kinh doanh truyền thống,Dưới 300 triệu,Đất đai,Có,24700000,222588000
689,28407,28407,Trịnh Thùy T***t,Nữ,2003-09-15,"494/475, Mạc Đĩnh Chi, Phường Linh Trung, Quận 1, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,807.224.0302x0905,cooperdaniel@example.com,Bác sĩ,Sinh viên,Có gia đình,VIP,2014-07-24,,Active,891,763,0.07,TT175,19,583,244,43,581,154,True,19,17,6646421000,961859000,305154000,883453000,95133000,663449000,29331200,9137220,8,73,14,0.3491117312266745,Sản phẩm không như hình ảnh minh họa,6,Sản phẩm nhận không đủ số lượng,Thanh toán bằng QR Code,"(['Giao diện thanh toán trực tuyến trên website'], [0])",True,0.5591030161410907,65,0.93,123,25,0.4861995824744434,Rất ổn định,4605000,Đầu tư,Trên 3 tỷ,Căn hộ/Chung cư,Có,9000000,128040000
690,20854,20854,Trịnh Nguyên N**t,Nữ,1999-08-27,"2921/7/173/45/396, Trương Quyền, Phường Linh Chiểu, Quận Tân Phú, Bà Rịa - Vũng Tàu, Việt Nam",Bà Rịa - Vũng Tàu,Việt Nam,(501)208-3546,austin86@example.net,Lập trình viên,Trung học phổ thông,Độc thân,VIP,2013-09-06,,Active,731,328,0.1,AU673,23,763,45,218,174,406,True,20,11,3608336000,562372000,11241000,139615000,668187000,58169000,62403000,2862500,172,45,20,0.9897978524492936,Sản phẩm không hoạt động đúng cách,9,Sản phẩm đã hết hạn sử dụng,Thẻ tín dụng,"(['Cửa hàng trực tiếp'], [0])",False,0.7711443282188838,14,0.38,662,46,0.635695988288334,Rất ổn định,6623000,Kinh doanh truyền thống,Trên 3 tỷ,Nhà ở chính,Có,6700000,88824000
691,92524,92524,Trịnh Minh G*a,Nữ,2009-05-29,"2383/21/65u, Lê Duẩn, Phường An Lạc, Quận Tân Bình, Thái Bình, Việt Nam",Thái Bình,Việt Nam,891.987.5832x682,srush@example.org,Bác sĩ,Đại học,Có 1 bé,VIP,2021-12-09,,Active,684,362,0.1,AW308,13,746,269,260,59,719,False,14,19,2153759000,434605000,441222000,784079000,475880000,538228000,23352100,3249350,26,98,1,0.9389418220885656,Khách hàng không hài lòng với trải nghiệm mua hàng,13,"Khách hàng đổi ý, không muốn mua nữa",Thanh toán qua cổng thanh toán trực tuyến,"(['Ứng dụng điện thoại di động'], [0])",False,0.236801295958525,76,0.66,607,31,0.858535423406848,Tạm ổn,8866000,Kinh doanh truyền thống,Trên 1 tỷ,Nhà ở chính,Có,33200000,462612000
692,83566,83566,Nguyễn Gia D*y,Nam,2001-01-15,"481/15/51, Võ Thị Sáu, Phường Trường Thọ, Quận Thủ Đức, Đà Nẵng, Việt Nam",Đà Nẵng,Việt Nam,295-371-0345x3137,yfisher@example.com,Kỹ sư phần mềm,Không có,Độc thân,VIP,2013-08-31,,Active,838,677,0.05,GN980,21,735,64,119,545,47,False,17,5,6937535000,17308000,758041000,18921000,634888000,538650000,50139000,350970,254,99,2,0.6089124827705991,Sản phẩm không như hình ảnh minh họa,9,Khách hàng không nhận được hàng,Chuyển khoản ngân hàng,"(['Điểm thanh toán tự động'], [0])",True,0.9761230661381564,99,0.68,162,29,0.186536230729425,Rất ổn định,1844000,Cho thuê,Dưới 300 triệu,Đất đai,Có,38400000,390600000
693,104,104,Đồng Sơn N****n,Nam,1994-01-21,"1587/93/183/43, Lý Chính Thắng, Phường 9, Quận Phú Nhuận, Hải Phòng, Việt Nam",Hải Phòng,Việt Nam,635-570-9475x219,robinsonmarcus@example.net,Kỹ sư phần mềm,Đi làm,Độc thân,VIP,2017-06-18,,Active,933,128,0.07,UI847,28,450,217,231,342,515,False,23,2,3541755000,211611000,71492000,909600000,702231000,946239000,16802400,4775580,264,6,16,0.9959267423873724,Sản phẩm giao muộn so với hẹn giao,5,Sản phẩm đã hết hạn sử dụng,Thẻ tín dụng,"(['Cửa hàng trực tiếp'], [0])",True,0.9912684785157756,58,0.01,146,6,0.2335024495162955,Rất ổn định,9467000,Đầu tư,Dưới 300 triệu,Nhà ở chính,Có,7200000,534216000
694,39686,39686,Lâm Đức T***h,Nữ,1981-08-11,"57/89/57/145/364, Trần Hưng Đạo, Phường Linh Xuân, Thanh Oai, Phú Thọ, Việt Nam",Phú Thọ,Việt Nam,001-426-787-3683x330,ocobb@example.com,Bác sĩ,Trung học phổ thông,Độc thân,VIP,2018-04-19,,Active,783,426,0.05,TD845,41,825,189,56,352,70,True,12,19,9902993000,694399000,76548000,804390000,283482000,556027000,17315700,7782140,251,51,1,0.269198354495099,Vấn đề khác,1,Sản phẩm không đúng mô tả,Thanh toán qua cổng thanh toán trực tuyến,"(['Cổng thanh toán của bên thứ ba'], [0])",False,0.6477350938865991,61,0.75,704,44,0.2357924623020212,Rất ổn định,4711000,Kinh doanh online,Dưới 300 triệu,Đất đai,Có,20500000,2892000
695,39139,39139,Diệp Minh H*,Nam,2001-07-01,"579/903, Điện Biên Phủ, Phường 7, Sơn Tây, Hồ Chí Minh, Việt Nam",Hồ Chí Minh,Việt Nam,001-448-625-2781x82630,kellymeghan@example.net,Nhân viên phục vụ khách hàng,Đi làm,Độc thân,VIP,2020-01-18,2022-04-14,Expired,761,486,0.07,KB433,21,81,95,128,247,121,False,20,19,3921108000,477974000,244519000,664567000,137227000,975076000,95044100,328350,34,70,2,0.483980018934681,Vấn đề khác,4,Sản phẩm bị hỏng trong quá trình vận chuyển,Thẻ tín dụng,"(['Giao diện thanh toán trực tuyến trên website'], [0])",False,0.0782126848409381,95,0.45,813,5,0.2505529065070446,Rất ổn định,8882000,Kinh doanh truyền thống,Từ 300 triệu tới 1 tỷ,Nhà ở chính,Có,11900000,287688000
696,83584,83584,Thi Quỳnh T*ị,Nữ,1991-05-25,"1503/96/15/230, Lê Thị Hồng Gấm, Phường Thủ Thiêm, Hoàn Kiếm, Đà Nẵng, Việt Nam",Đà Nẵng,Việt Nam,378.334.1489,awilliams@example.net,Kỹ sư phần mềm,Đại học,Đã kết hôn,VIP,2022-06-05,,Active,660,527,0.05,IX224,31,366,96,247,111,82,False,1,8,6681399000,105515000,668974000,67355000,755188000,289789000,54373900,3806200,44,66,54,0.8344940994925637,Dịch vụ không chuyên nghiệp,9,Vấn đề khác,Thanh toán bằng QR Code,"(['Giao diện thanh toán trực tuyến trên website'], [0])",False,0.886008372300703,90,0.75,812,38,0.925126876257788,Ổn định,3534000,Freelancer,Từ 300 triệu tới 1 tỷ,Căn hộ/Chung cư,Có,16600000,466308000
